Param Counts,Max Valid Scores,train,train_top5
32612949,97.30978260869566,83.75,96.11413043478261
36811349,98.5054347826087,87.14673913043478,97.6086956521739
41015893,98.6413043478261,86.90217391304348,97.3913043478261
