Param Counts,Max Valid Scores,train,train_top5
32612949,97.30978260869566,83.75,96.11413043478261
36811349,98.5054347826087,87.14673913043478,97.6086956521739
41015893,99.02173913043478,87.71739130434783,97.09239130434783
45224533,99.21195652173913,87.8804347826087,97.71739130434783
