Param Counts,Max Valid Scores,train,train_top5
32612949,97.30978260869566,83.75,96.11413043478261
36811349,98.5054347826087,87.14673913043478,97.6086956521739
41015893,99.02173913043478,87.71739130434783,97.09239130434783
45224533,99.2663043478261,88.45108695652173,97.7445652173913
49437269,99.42934782608695,89.8913043478261,97.82608695652173
53654101,99.51086956521739,89.375,97.93478260869566
57875029,99.67391304347827,89.42934782608695,98.04347826086956
62100053,99.6195652173913,90.2445652173913,97.96195652173913
